step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
41,144045.24,20855.0,0.0,0.0,144045.24,True,False,False,False
249,5123.72,104802.0,99678.28,0.0,0.0,False,False,True,False
553,244312.69,244312.69,0.0,0.0,0.0,False,False,False,True
405,269472.43,0.0,0.0,449864.29,719336.72,True,False,False,False
421,207021.45,207021.45,0.0,0.0,207021.45,True,False,False,False
212,9825.0,2081.0,0.0,0.0,0.0,False,False,True,False
243,995710.58,995710.58,0.0,396838.56,1392549.14,True,False,False,False
41,82806.2,82806.2,0.0,0.0,0.0,True,False,False,False
283,39599.86,0.0,0.0,463061.83,502661.68,True,False,False,False
380,1856.4,149655.0,147798.6,0.0,0.0,False,False,True,False
426,283.6,5996440.38,5996723.97,1696189.39,1695905.79,False,False,False,False
122,994676.91,994676.91,0.0,0.0,994676.91,True,False,False,False
638,5101855.95,5101855.95,0.0,0.0,0.0,False,False,False,True
580,628697.26,628697.26,0.0,0.0,628697.26,True,False,False,False
254,297494.02,0.0,0.0,3124081.22,3421575.25,True,False,False,False
510,3178881.71,3178881.71,0.0,0.0,0.0,False,False,False,True
374,330061.88,147693.0,0.0,0.0,330061.88,True,False,False,False
327,369761.68,48817.0,0.0,239748.29,609509.97,True,False,False,False
378,127239.25,130277.0,257516.25,56311.11,0.0,False,False,False,False
308,203502.94,11181.0,0.0,1322016.31,1525519.25,True,False,False,False
273,4574246.75,4574246.75,0.0,0.0,0.0,False,False,False,True
405,169558.34,13027.93,0.0,437547.26,607105.6,True,False,False,False
614,797235.09,797235.09,0.0,0.0,0.0,False,False,False,True
404,3550.54,2362245.06,2365795.6,563965.2,560414.66,False,False,False,False
660,227994.78,227994.78,0.0,0.0,227994.78,True,False,False,False
198,152961.49,152961.49,0.0,12414395.47,12567356.96,True,False,False,False
397,2107997.33,2107997.33,0.0,0.0,0.0,False,False,False,True
281,182977.16,0.0,0.0,1688065.71,1871042.88,True,False,False,False
355,501920.08,0.0,0.0,1060922.45,1562842.53,False,False,False,True
47,238805.3,0.0,0.0,263026.76,501832.06,True,False,False,False
431,9775.3,426902.0,417126.7,0.0,0.0,False,False,True,False
161,538428.86,538428.86,0.0,0.0,0.0,False,False,False,True
231,94372.61,0.0,0.0,471783.48,566156.08,True,False,False,False
445,100433.21,100433.21,0.0,0.0,0.0,False,False,False,True
304,11486.1,45072.0,33585.9,0.0,0.0,False,False,True,False
158,3457169.26,3457169.26,0.0,503937.81,4543519.99,True,False,False,False
279,236757.45,0.0,0.0,1117259.88,1354017.33,True,False,False,False
241,128718.59,128718.59,0.0,3511282.2,3640000.79,True,False,False,False
10,634662.9,51563.0,0.0,701093.34,1898012.38,False,False,False,True
10,503405.88,503405.88,0.0,29669.0,533074.88,True,False,False,False
361,1082308.05,1082308.05,0.0,0.0,0.0,False,False,False,True
251,317017.59,0.0,0.0,358951.62,675969.21,True,False,False,False
11,95251.95,3011.0,98262.95,117817.13,22565.18,False,False,False,False
317,223228.11,223228.11,0.0,252901.53,476129.65,True,False,False,False
619,1289142.33,1289142.33,0.0,0.0,0.0,False,False,False,True
106,1486955.35,1486955.35,0.0,2163500.29,3650455.64,True,False,False,False
557,188844.13,188844.13,0.0,0.0,0.0,False,False,False,True
93,3206623.39,3206623.39,0.0,3449811.9,6965506.67,True,False,False,False
307,106903.24,49.0,106952.24,0.0,0.0,False,False,False,False
525,212494.98,94670.27,0.0,453352.82,665847.8,True,False,False,False
328,188633.2,0.0,0.0,223484.21,412117.4,True,False,False,False
351,125753.83,5863656.54,5989410.37,295929.0,170175.18,False,False,False,False
704,158788.32,158788.32,0.0,4995950.14,5154738.46,True,False,False,False
615,368973.39,368973.39,0.0,131867.63,500841.01,True,False,False,False
460,440962.56,440962.56,0.0,1196175.58,1637138.14,True,False,False,False
162,18883.0,198681.35,179798.35,0.0,0.0,False,False,True,False
425,0.0,0.0,0.0,76759.9,76759.9,True,False,False,False
194,651477.38,651477.38,0.0,13160.86,664638.23,True,False,False,False
421,1501341.87,1501341.87,0.0,0.0,1501341.87,True,False,False,False
694,8980853.88,8980853.88,0.0,0.0,0.0,False,False,False,True
399,23182.25,0.0,0.0,958460.14,981642.39,True,False,False,False
299,42121.56,0.0,0.0,0.0,0.0,False,False,True,False
122,355832.18,355832.18,0.0,92057.45,447889.63,True,False,False,False
415,37766.23,37766.23,0.0,2344708.27,2382474.5,True,False,False,False
36,636.0,636.0,0.0,0.0,636.0,True,False,False,False
295,4531343.47,4531343.47,0.0,0.0,4531343.47,True,False,False,False
259,7054.54,199809.0,192754.46,0.0,0.0,False,False,True,False
634,114864.37,114864.37,0.0,0.0,0.0,False,False,False,True
179,95384.4,0.0,0.0,442705.32,538089.72,True,False,False,False
672,330756.72,330756.72,0.0,251495.1,582251.83,True,False,False,False
130,27583.85,2732340.66,2759924.51,174523.19,146939.35,False,False,False,False
211,213051.97,5505636.27,5718688.24,371376.97,158325.0,False,False,False,False
532,254719.63,254719.63,0.0,0.0,0.0,False,False,False,True
44,48044.6,0.0,0.0,1621574.36,1669618.97,True,False,False,False
163,168475.69,373627.54,205151.86,6902653.71,7071129.4,True,False,False,False
189,144360.17,0.0,0.0,482219.8,626579.97,False,False,False,True
182,17064.92,20718.0,3653.08,0.0,0.0,False,False,True,False
690,3887853.15,3887853.15,0.0,3977835.62,7865688.77,True,False,False,False
252,6106.42,199511.35,193404.94,0.0,0.0,False,False,True,False
420,341956.42,341956.42,0.0,0.0,0.0,False,False,False,True
674,10000000.0,10000000.0,0.0,879169.43,10879169.43,True,False,False,False
225,149263.96,164586.0,15322.04,62368.85,211632.81,True,False,False,False
606,6575903.12,6575903.12,0.0,0.0,0.0,False,False,False,True
137,13546.09,0.0,0.0,114223.18,127769.28,True,False,False,False
702,10000000.0,10000000.0,0.0,0.0,10000000.0,True,False,False,False
14,337834.39,44898.0,0.0,2111966.18,2449800.57,True,False,False,False
694,5175876.53,5175876.53,0.0,7229712.73,12405589.26,True,False,False,False
160,95109.12,1010349.8,1105458.92,513281.91,418172.79,False,False,False,False
244,4252656.95,4252656.95,0.0,0.0,4252656.95,True,False,False,False
377,74871.46,0.0,0.0,1037561.78,1112433.24,False,False,False,True
285,62886.64,22494.0,0.0,117616.11,180502.75,True,False,False,False
230,256931.42,0.0,0.0,4378550.83,4635482.26,True,False,False,False
302,19043.02,70067.0,51023.98,0.0,0.0,False,False,True,False
37,32296.44,0.0,0.0,84984.66,117281.1,True,False,False,False
137,433348.97,433348.97,0.0,0.0,0.0,False,False,False,True
95,5288.94,420603.0,415314.06,0.0,0.0,False,False,True,False
476,468599.79,468599.79,0.0,0.0,0.0,False,False,False,True
132,22173.62,0.0,0.0,0.0,0.0,False,False,True,False
95,6389.23,11650.0,5260.77,0.0,0.0,False,False,True,False
338,143340.15,143340.15,0.0,459383.83,602723.98,True,False,False,False
390,638693.49,638693.49,0.0,328882.51,967576.0,True,False,False,False
379,126672.31,2854769.87,2981442.18,4755880.22,4629207.92,False,False,False,False
45,7335355.57,7335355.57,0.0,0.0,0.0,False,False,False,True
410,206985.26,206985.26,0.0,1372.42,208357.68,True,False,False,False
162,171807.49,5250.0,0.0,602491.32,1413822.64,True,False,False,False
293,234673.76,234673.76,0.0,281289.1,515962.86,True,False,False,False
93,886588.02,886588.02,0.0,0.0,0.0,False,False,False,True
329,806018.39,79825.0,0.0,317388.0,1294001.04,False,False,False,True
58,246938.77,246938.77,0.0,0.0,0.0,False,False,False,True
310,5239429.19,5239429.19,0.0,0.0,0.0,False,False,False,True
330,19692.68,19692.68,0.0,0.0,19692.68,True,False,False,False
378,111597.03,52804.0,164401.03,128945.24,17348.21,False,False,False,False
171,1777674.32,1777674.32,0.0,0.0,0.0,False,False,False,True
253,8486.09,0.0,0.0,0.0,0.0,False,False,True,False
272,5141769.94,5141769.94,0.0,0.0,5141769.94,True,False,False,False
355,3695.47,0.0,0.0,0.0,0.0,False,False,True,False
15,94654.3,33.0,0.0,30191.68,124845.97,True,False,False,False
465,4690769.98,4690769.98,0.0,0.0,4690769.98,True,False,False,False
227,1162155.11,1162155.11,0.0,0.0,0.0,False,False,False,True
372,98050.14,0.0,0.0,643010.52,741060.66,True,False,False,False
281,10802.24,11644.0,22446.24,304519.54,293717.31,False,False,False,False
159,9708.01,0.0,0.0,0.0,0.0,False,False,True,False
600,1649039.58,1649039.58,0.0,0.0,0.0,False,False,False,True
395,46627.9,0.0,0.0,0.0,0.0,False,False,True,False
392,193706.98,193706.98,0.0,18047571.21,19642021.17,True,False,False,False
351,18981.73,54491.0,35509.27,221112.01,240093.74,True,False,False,False
206,12447.79,82614.91,70167.12,0.0,0.0,False,False,True,False
351,6417789.09,6417789.09,0.0,0.0,0.0,False,False,False,True
642,20281.44,20281.44,0.0,85764.25,106045.69,True,False,False,False
210,86256.27,10517.0,0.0,3741282.08,3827538.35,True,False,False,False
479,6669495.34,6669495.34,0.0,0.0,0.0,False,False,False,True
37,9403.35,0.0,0.0,0.0,0.0,False,False,True,False
355,10294.21,446.0,0.0,0.0,0.0,False,False,True,False
19,3477438.49,3477438.49,0.0,0.0,3477438.49,True,False,False,False
637,48605.54,48605.54,0.0,0.0,0.0,False,False,False,True
160,7670038.08,7670038.08,0.0,0.0,0.0,False,False,False,True
425,486175.4,486175.4,0.0,0.0,0.0,False,False,False,True
329,64663.76,1280132.3,1344796.06,2293231.79,2228568.03,False,False,False,False
606,57588.67,57588.67,0.0,0.0,0.0,False,False,False,True
140,649968.87,649968.87,0.0,0.0,0.0,False,False,False,True
71,479892.04,479892.04,0.0,1600079.29,2079971.33,True,False,False,False
129,40154.54,0.0,0.0,0.0,0.0,False,False,True,False
32,401575.19,401575.19,0.0,0.0,0.0,False,False,False,True
561,348983.86,348983.86,0.0,73131.44,422115.3,True,False,False,False
104,306833.41,306833.41,0.0,0.0,0.0,False,False,False,True
508,218350.42,218350.42,0.0,0.0,0.0,False,False,False,True
509,407320.01,407320.01,0.0,0.0,407320.01,True,False,False,False
179,116175.45,0.0,0.0,2132576.45,2248751.9,False,False,False,True
371,86047.09,9049004.94,9135052.03,112541.97,26494.88,False,False,False,False
15,248056.41,248056.41,0.0,0.0,201427.47,True,False,False,False
648,774868.1,774868.1,0.0,0.0,0.0,False,False,False,True
154,608401.28,0.0,0.0,1449637.37,2058038.65,False,False,False,True
162,7528.56,40416.0,32887.44,0.0,0.0,False,False,True,False
351,128844.62,86341.0,0.0,563738.68,692583.3,True,False,False,False
213,14499.35,185671.0,171171.65,0.0,0.0,False,False,True,False
708,1494146.93,1494146.93,0.0,0.0,1494146.93,True,False,False,False
8,89631.24,89631.24,0.0,0.0,0.0,False,False,False,True
407,23442.02,40378.0,16935.98,0.0,0.0,False,False,True,False
351,153607.08,153607.08,0.0,276122.28,429729.36,True,False,False,False
145,34301.19,34301.19,0.0,0.0,0.0,False,False,False,True
687,273427.82,1517274.09,1790701.91,2998807.06,2725379.24,False,False,False,False
373,217372.32,0.0,0.0,415889.96,633262.28,False,False,False,True
353,11080.01,0.0,0.0,0.0,0.0,False,False,True,False
34,6310.32,0.0,0.0,0.0,0.0,False,False,True,False
306,2052851.64,2052851.64,0.0,0.0,0.0,False,False,False,True
595,816452.19,816452.19,0.0,1218091.0,2034543.19,True,False,False,False
244,4448598.93,4448598.93,0.0,3196304.6,7644903.53,True,False,False,False
234,414304.46,0.0,0.0,4223492.73,4637797.19,True,False,False,False
359,10000000.0,10000000.0,0.0,246819.58,10246819.58,True,False,False,False
605,147230.63,147230.63,0.0,0.0,0.0,False,False,False,True
224,99316.36,99316.36,0.0,1229393.59,1328709.95,True,False,False,False
348,182622.2,4921632.92,5104255.11,1865447.96,1682825.77,False,False,False,False
496,30171.95,30171.95,0.0,0.0,0.0,False,False,False,True
230,9977.46,573738.04,563760.58,0.0,0.0,False,False,True,False
520,29577.2,153200.0,123622.8,0.0,0.0,False,False,True,False
726,2216437.25,2216437.25,0.0,0.0,0.0,False,False,False,True
279,1164.9,107485.0,106320.1,1527268.42,1528433.32,False,True,False,False
251,6546.93,30194.0,23647.07,0.0,0.0,False,False,True,False
403,240544.11,15138.0,0.0,0.0,251507.08,True,False,False,False
355,211942.22,0.0,0.0,1091185.46,1303127.67,True,False,False,False
477,338293.14,338293.14,0.0,4293922.64,4632215.78,True,False,False,False
356,314835.11,0.0,0.0,2147042.39,2461877.5,True,False,False,False
355,5686.41,0.0,0.0,0.0,0.0,False,False,True,False
672,7218629.01,7218629.01,0.0,0.0,7218629.01,True,False,False,False
272,1061353.33,1061353.33,0.0,0.0,0.0,False,False,False,True
274,379057.93,379057.93,0.0,0.0,0.0,False,False,False,True
26,37065.55,37065.55,0.0,1396327.66,1433393.21,True,False,False,False
359,3813376.89,112136.04,0.0,5668116.36,9481493.25,False,False,False,True
204,55083.7,0.0,0.0,5301536.28,5112192.45,True,False,False,False
282,91756.96,20072.0,0.0,1097819.46,1189576.42,True,False,False,False
179,64177.98,11275121.28,11339299.26,399773.1,335595.12,False,False,False,False
361,140807.76,140807.76,0.0,0.0,0.0,False,False,False,True
351,210077.58,913.0,0.0,170089.44,380167.01,True,False,False,False
556,544352.53,544352.53,0.0,0.0,0.0,False,False,False,True
696,343972.5,343972.5,0.0,0.0,0.0,False,False,False,True
10,21939.23,0.0,0.0,0.0,0.0,False,False,True,False
210,348673.08,5991551.26,6340224.34,1323731.13,975058.04,False,False,False,False
19,4469.76,0.0,0.0,0.0,0.0,False,False,True,False
238,65091.34,65091.34,0.0,0.0,0.0,False,False,False,True
35,454511.73,454511.73,0.0,0.0,0.0,False,False,False,True
183,15172.44,0.0,0.0,5628029.06,5643201.5,True,False,False,False
233,37357.32,37357.32,0.0,0.0,37357.32,True,False,False,False
336,38115.0,38115.0,0.0,0.0,0.0,False,False,False,True
639,246250.77,246250.77,0.0,270734.08,516984.85,True,False,False,False
330,295432.92,0.0,0.0,501247.58,796680.5,False,False,False,True
380,7519.23,0.0,0.0,0.0,0.0,False,False,True,False
391,172362.84,172362.84,0.0,0.0,0.0,False,False,False,True
416,3019699.77,3019699.77,0.0,523626.59,3543326.36,True,False,False,False
345,19406.28,190270.6,170864.31,0.0,0.0,False,False,True,False
232,53986.12,0.0,0.0,0.0,0.0,False,False,True,False
322,2274766.1,2274766.1,0.0,0.0,2274766.1,True,False,False,False
211,111556.94,0.0,0.0,1910856.69,2022413.62,True,False,False,False
255,1038.1,0.0,0.0,0.0,0.0,False,False,True,False
227,821236.82,11399.0,0.0,212436.36,1219899.32,False,False,False,True
39,1555.53,0.0,0.0,0.0,0.0,False,False,True,False
262,21022.47,29079.0,8056.53,15932.09,36954.56,True,False,False,False
446,7782452.17,7782452.17,0.0,0.0,7782452.17,True,False,False,False
308,122472.04,8991156.82,9113628.86,283777.68,161305.65,False,False,False,False
352,124545.18,204.0,124749.18,2545493.71,2420948.53,False,False,False,False
18,307739.18,307739.18,0.0,25326.0,838246.41,True,False,False,False
467,2108440.98,2108440.98,0.0,0.0,2108440.98,True,False,False,False
339,6515.64,6515.64,0.0,0.0,0.0,False,False,False,True
510,177137.79,177137.79,0.0,496799.27,673937.06,True,False,False,False
608,353094.9,353094.9,0.0,9099.34,362194.24,True,False,False,False
247,802421.39,802421.39,0.0,0.0,0.0,False,False,False,True
386,1975271.77,1975271.77,0.0,0.0,0.0,False,False,False,True
171,1777674.32,1777674.32,0.0,1953534.39,3731208.71,True,False,False,False
230,1230.5,20208.0,21438.5,0.0,0.0,False,False,False,False
738,114490.39,114490.39,0.0,166082.07,280572.46,True,False,False,False
695,1305754.09,1305754.09,0.0,0.0,1305754.09,True,False,False,False
326,34496.83,36143.0,1646.17,0.0,0.0,False,False,True,False
380,43266.06,31650.0,0.0,7349.31,50615.37,True,False,False,False
155,151866.02,0.0,0.0,444701.0,401204.69,True,False,False,False
250,10000000.0,31343002.08,21343002.08,0.0,0.0,False,False,False,True
16,250671.97,41481.0,0.0,448177.31,698849.28,False,False,False,True
645,326250.51,326250.51,0.0,0.0,0.0,False,False,False,True
500,9437.3,100499.0,91061.7,0.0,0.0,False,False,True,False
185,16700.09,0.0,0.0,0.0,0.0,False,False,True,False
256,85381.2,0.0,0.0,2160270.05,2245651.24,True,False,False,False
631,2391612.36,2391612.36,0.0,7064207.13,9455819.49,True,False,False,False
323,16097.29,10693.0,0.0,0.0,0.0,False,False,True,False
311,98050.29,98050.29,0.0,0.0,0.0,False,False,False,True
18,295664.18,295664.18,0.0,0.0,0.0,False,False,False,True
348,470619.89,0.0,0.0,1751794.52,2222414.41,True,False,False,False
646,6468916.64,6468916.64,0.0,35684.9,6504601.55,True,False,False,False
111,3595911.39,3595911.39,0.0,82970.96,3678882.35,True,False,False,False
12,229149.99,12482897.06,12712047.05,1350348.22,1121198.23,False,False,False,False
38,5465.35,11635.0,6169.65,0.0,0.0,False,False,True,False
357,40913.38,0.0,0.0,13002277.17,13043190.56,True,False,False,False
701,644314.67,644314.67,0.0,0.0,0.0,False,False,False,True
551,150924.76,150924.76,0.0,0.0,150924.76,True,False,False,False
250,52795.24,52795.24,0.0,0.0,0.0,False,False,False,True
48,337974.21,337974.21,0.0,0.0,0.0,False,False,False,True
235,152830.32,0.0,0.0,1612892.38,1765722.7,True,False,False,False
374,54725.54,54725.54,0.0,0.0,54725.54,True,False,False,False
483,22990.73,22990.73,0.0,0.0,0.0,False,False,False,True
371,224290.5,0.0,0.0,669718.07,894008.57,True,False,False,False
705,62898.81,62898.81,0.0,0.0,62898.81,True,False,False,False
217,13266.93,13266.93,0.0,963180.13,976447.07,True,False,False,False
175,87622.5,87622.5,0.0,0.0,0.0,False,False,False,True
353,139314.92,0.0,0.0,2403246.34,2542561.26,True,False,False,False
208,286574.6,0.0,0.0,2121464.95,2408039.55,True,False,False,False
17,43687.34,64845.2,21157.86,0.0,0.0,False,False,True,False
254,60933.66,0.0,0.0,3264051.18,3324984.84,True,False,False,False
229,37019.04,37019.04,0.0,0.0,0.0,False,False,False,True
204,176936.63,1023093.32,1200029.95,881190.82,704254.19,False,False,False,False
422,298365.86,298365.86,0.0,0.0,0.0,False,False,False,True
736,274799.58,274799.58,0.0,0.0,274799.58,True,False,False,False
658,82535.57,82535.57,0.0,0.0,82535.57,True,False,False,False
15,5445.68,0.0,0.0,0.0,0.0,False,False,True,False
211,72876.11,0.0,0.0,5802487.74,5912421.02,False,False,False,True
348,434865.62,0.0,0.0,6853931.88,7288797.5,True,False,False,False
35,472692.51,472692.51,0.0,0.0,0.0,False,False,False,True
259,248071.56,248071.56,0.0,0.0,0.0,False,False,False,True
261,2689633.8,2689633.8,0.0,0.0,2689633.8,True,False,False,False
237,1503034.86,1503034.86,0.0,0.0,0.0,False,False,False,True
206,1945.62,19942.0,17996.38,0.0,0.0,False,False,True,False
228,1323909.85,1323909.85,0.0,1010731.91,2334641.76,True,False,False,False
150,67653.75,67653.75,0.0,0.0,0.0,False,False,False,True
619,347893.16,347893.16,0.0,0.0,0.0,False,False,False,True
203,161682.94,35313.0,0.0,118129.46,441788.4,True,False,False,False
324,10211.81,10211.81,0.0,1975715.1,1985926.91,True,False,False,False
404,120639.99,12950.0,0.0,0.0,120639.99,True,False,False,False
160,11385.0,11385.0,0.0,0.0,0.0,False,False,False,True
258,29280.46,29280.46,0.0,0.0,0.0,False,False,False,True
399,142733.03,52074.0,0.0,1003491.3,1146224.33,True,False,False,False
455,2108589.59,2108589.59,0.0,0.0,0.0,False,False,False,True
508,385050.58,385050.58,0.0,1482899.76,1867950.34,True,False,False,False
134,35638.8,22405.0,0.0,0.0,0.0,False,False,True,False
41,33753.71,8263893.15,8297646.85,416536.6,382782.9,False,False,False,False
495,987470.17,987470.17,0.0,0.0,987470.17,True,False,False,False
18,153730.31,332654.72,178924.41,1239667.41,1393397.72,True,False,False,False
668,4022098.69,4022098.69,0.0,58314.1,4080412.79,True,False,False,False
425,10000000.0,19585040.37,19585040.37,0.0,0.0,False,False,False,True
332,17678.74,0.0,0.0,0.0,0.0,False,False,True,False
419,60891.94,60891.94,0.0,0.0,0.0,False,False,False,True
260,6116.94,0.0,0.0,0.0,0.0,False,False,True,False
205,96640.12,96640.12,0.0,1569508.75,1666148.87,True,False,False,False
405,123579.1,5832379.61,5955958.71,957657.7,834078.59,False,False,False,False
227,308449.12,0.0,0.0,7692543.62,8000992.74,True,False,False,False
320,767879.02,767879.02,0.0,302527.93,1070406.95,True,False,False,False
716,921393.95,921393.95,0.0,0.0,921393.95,True,False,False,False
413,115085.31,115085.31,0.0,999400.25,1114485.56,True,False,False,False
554,10000000.0,10000000.0,0.0,239962.98,10239962.98,True,False,False,False
517,4993938.87,4993938.87,0.0,0.0,0.0,False,False,False,True
730,0.0,0.0,0.0,1008609.53,1008609.53,True,False,False,False
605,247877.03,247877.03,0.0,0.0,0.0,False,False,False,True
346,1504870.33,1504870.33,0.0,0.0,0.0,False,False,False,True
301,1146.55,10966.0,9819.45,0.0,0.0,False,False,True,False
106,71277.45,71277.45,0.0,0.0,0.0,False,False,False,True
106,219489.62,219489.62,0.0,0.0,0.0,False,False,False,True
529,1679154.56,1679154.56,0.0,0.0,0.0,False,False,False,True
205,188473.09,188473.09,0.0,0.0,0.0,False,False,False,True
230,52151.8,0.0,0.0,90577.87,142729.68,True,False,False,False
259,8274020.94,8274020.94,0.0,0.0,8274020.94,True,False,False,False
311,15782.66,152476.0,136693.34,0.0,0.0,False,False,True,False
36,886592.76,886592.76,0.0,0.0,0.0,False,False,False,True
563,483468.47,29540.0,513008.47,537427.3,53958.83,False,False,False,False
438,455014.69,455014.69,0.0,700724.17,1155738.85,True,False,False,False
299,5839.03,139207.97,133368.94,0.0,0.0,False,False,True,False
424,5475018.52,5475018.52,0.0,0.0,0.0,False,False,False,True
651,130777.09,130777.09,0.0,0.0,130777.09,True,False,False,False
224,8752000.36,8752000.36,0.0,2914790.85,11666791.2,True,False,False,False
125,8097183.22,8097183.22,0.0,0.0,0.0,False,False,False,True
304,27646.91,36503.35,8856.44,0.0,0.0,False,False,True,False
279,4968.75,27586.0,22617.25,0.0,0.0,False,False,True,False
45,190179.65,0.0,0.0,2346178.32,2536357.97,True,False,False,False
348,36155.9,105048.0,68892.1,0.0,0.0,False,False,True,False
212,362631.05,362631.05,0.0,0.0,0.0,False,False,False,True
719,119306.06,119306.06,0.0,0.0,0.0,False,False,False,True
